Date,Open,High,Low,Close,Adj Close,Volume
2021-04-05,18.346846,18.621204,17.242556,17.560474,17.560474,206881663
2021-04-06,17.554735,17.586340,16.482674,16.733225,16.733225,303371100
2021-04-07,16.737816,16.784082,14.831002,15.463474,15.463474,354205172
2021-04-08,15.460099,16.108074,15.231683,15.745904,15.745904,222250435
2021-04-09,15.752419,17.002974,15.548466,15.677586,15.677586,317140139
2021-04-10,15.675191,15.960677,14.773052,15.512547,15.512547,232354891
2021-04-11,15.491980,15.556641,14.999099,15.141955,15.141955,152454579
2021-04-12,15.138778,15.212198,14.268131,14.639739,14.639739,216880907
2021-04-13,14.621901,16.894913,14.621901,15.618185,15.618185,406280600
2021-04-14,15.602855,16.456345,15.114412,15.302223,15.302223,339999781
2021-04-15,15.293570,17.456652,15.027272,16.886906,16.886906,352758619
2021-04-16,16.875179,17.017162,15.559620,15.798438,15.798438,365616994
2021-04-17,15.783933,16.261723,15.226459,15.339084,15.339084,279724698
2021-04-18,15.356893,15.402426,11.872363,13.398309,13.398309,538091342
2021-04-19,13.382236,16.312174,13.170743,13.906250,13.906250,630324923
2021-04-20,13.862005,13.862005,12.665746,13.432103,13.432103,458152962
2021-04-21,13.420231,14.427869,13.188298,13.281159,13.281159,461698588
2021-04-22,13.243372,15.569744,12.983265,13.649862,13.649862,761066071
2021-04-23,13.630115,14.293304,12.877762,14.081471,14.081471,702388284
2021-04-24,14.104825,16.498837,13.623052,15.569370,15.569370,688497333
2021-04-25,15.550083,18.921839,15.550083,17.663372,17.663372,1011194370
2021-04-26,17.711538,18.052219,16.966852,17.617043,17.617043,578711859
2021-04-27,17.627983,19.582481,17.181761,17.721142,17.721142,741447974
2021-04-28,17.686108,17.884422,16.463917,16.818577,16.818577,491301842
2021-04-29,16.824549,16.938675,15.870686,16.236839,16.236839,354547373
2021-04-30,16.241518,16.936308,15.787853,16.687428,16.687428,305117919
2021-05-01,16.689848,16.812792,16.397100,16.541624,16.541624,202252167
2021-05-02,16.551140,17.566925,16.426699,17.145102,17.145102,352739885
2021-05-03,17.147329,19.178232,17.145662,17.284819,17.284819,759634434
2021-05-04,17.247444,17.449423,15.865406,16.337412,16.337412,599002545
2021-05-05,16.287294,17.510597,16.258837,17.017754,17.017754,477407590
2021-05-06,17.020973,17.442556,16.350168,16.768295,16.768295,468879426
2021-05-07,16.770702,16.953114,16.443033,16.582764,16.582764,298736981
2021-05-08,16.548840,17.136747,16.514652,16.984989,16.984989,296570075
2021-05-09,16.983137,17.452238,16.698549,16.993803,16.993803,323898829
2021-05-10,16.992687,18.135553,15.578744,15.868883,15.868883,600116426
2021-05-11,15.839993,16.437901,15.250176,16.311174,16.311174,371019480
2021-05-12,16.310663,17.903214,14.475174,14.475174,14.475174,685160029
2021-05-13,14.634832,16.993858,13.760735,15.895574,15.895574,889492339
2021-05-14,15.902411,16.956886,15.188090,16.405128,16.405128,417593665
2021-05-15,16.403606,16.609837,15.192092,15.217200,15.217200,369644430
2021-05-16,15.203476,17.383291,15.177348,16.182369,16.182369,643735925
2021-05-17,16.168552,16.186312,14.701364,14.957592,14.957592,459069987
2021-05-18,14.951287,16.189274,14.712929,15.704337,15.704337,446711529
2021-05-19,15.684366,15.920552,9.284618,9.644053,9.644053,893390852
2021-05-20,9.514482,11.826239,8.129414,10.405727,10.405727,773515173
2021-05-21,10.369818,11.617988,7.184109,8.265975,8.265975,570530649
2021-05-22,8.280923,8.326571,6.538296,6.583102,6.583102,446721261
2021-05-23,6.609194,7.132158,3.941014,4.107670,4.107670,630355890
2021-05-24,4.093559,7.301898,4.093559,6.590835,6.590835,1367339318
2021-05-25,6.621994,7.021601,5.192496,6.638655,6.638655,983743609
2021-05-26,6.647720,7.959547,6.406422,7.334160,7.334160,870305439
2021-05-27,7.353544,7.353544,6.434177,6.653355,6.653355,473890311
2021-05-28,6.704811,6.860463,5.402316,5.898267,5.898267,499145277
2021-05-29,5.901637,6.137331,5.112743,5.490819,5.490819,260746971
2021-05-30,5.497686,6.594791,5.124778,6.218208,6.218208,356284221
2021-05-31,6.204124,6.600808,5.612484,6.563471,6.563471,418073567
2021-06-01,6.547043,6.667285,6.098148,6.303989,6.303989,247765969
2021-06-02,6.300762,7.231411,6.078182,6.841399,6.841399,295307198
2021-06-03,6.842995,7.871419,6.692244,7.672640,7.672640,465303499
2021-06-04,7.682280,7.689085,5.983930,6.385731,6.385731,596100268
2021-06-05,6.386911,6.907997,5.795916,6.055346,6.055346,326527930
2021-06-06,6.042134,6.333642,6.039074,6.249195,6.249195,153164441
2021-06-07,6.255074,6.661970,5.523568,5.584114,5.584114,262616556
2021-06-08,5.603233,5.772833,4.913589,5.619857,5.619857,289720019
2021-06-09,5.601803,6.040269,5.261097,6.016342,6.016342,245316664
2021-06-10,6.021527,6.475817,5.576114,6.136998,6.136998,308052097
2021-06-11,6.155515,6.345813,5.457440,5.551539,5.551539,195664540
2021-06-12,5.564882,5.871460,5.172873,5.497508,5.497508,176616812
2021-06-13,5.500347,6.129904,5.354540,6.072099,6.072099,130884110
2021-06-14,6.049760,6.333209,5.825899,6.037555,6.037555,134462139
2021-06-15,6.331959,6.858712,6.142808,6.589106,6.589106,204472543
2021-06-16,6.583997,6.583997,5.971930,6.174939,6.174939,166808855
2021-06-17,6.169562,6.422601,6.048330,6.154644,6.154644,109323682
2021-06-18,6.162753,6.563609,5.702287,5.917374,5.917374,189653850
2021-06-19,5.957266,6.049640,5.670281,5.763191,5.763191,87385336
2021-06-20,5.741696,5.903253,5.384514,5.891520,5.891520,100160797
2021-06-21,5.867648,5.908849,4.783135,4.842235,4.842235,168231734
2021-06-22,4.838151,5.466481,4.554731,4.711923,4.711923,232338703
2021-06-23,4.728869,5.759749,4.621663,5.252572,5.252572,251455354
2021-06-24,5.194719,5.593686,5.007867,5.454392,5.454392,128940722
2021-06-25,5.476600,5.588770,4.857170,5.063105,5.063105,127850189
2021-06-26,5.061682,5.290134,4.899127,5.201917,5.201917,90911214
2021-06-27,5.207405,5.444175,5.078514,5.400851,5.400851,61395305
2021-06-28,5.411394,5.674505,5.206736,5.529632,5.529632,97981847
2021-06-29,5.534818,6.323179,5.405177,5.986422,5.986422,162411527
2021-06-30,6.016992,6.661446,5.686498,6.522355,6.522355,203181106
2021-07-01,6.562957,6.562957,5.730963,5.921540,5.921540,147730003
2021-07-02,5.904682,6.085222,5.514289,5.726227,5.726227,100187571
2021-07-03,5.712221,5.972749,5.620084,5.809141,5.809141,67005725
2021-07-04,5.806915,6.223240,5.661545,5.973340,5.973340,104616232
2021-07-05,5.968986,6.189009,5.617145,6.037943,6.037943,115732685
2021-07-06,6.031944,6.561646,5.988766,6.530279,6.530279,206150167
2021-07-07,6.529884,7.691540,6.457964,7.090137,7.090137,378084014
2021-07-08,7.104754,7.201595,6.426763,6.703923,6.703923,259627650
2021-07-09,6.706906,8.398433,6.444038,8.093797,8.093797,479254125
2021-07-10,8.095372,8.570287,7.506578,7.895117,7.895117,322138063
2021-07-11,7.892949,8.719227,7.892949,8.422262,8.422262,311316373
2021-07-12,8.436796,8.543069,7.565327,7.891666,7.891666,218483711
2021-07-13,7.885453,8.144523,6.976038,7.103419,7.103419,189543846
2021-07-14,7.116278,7.442938,6.602821,6.918967,6.918967,335785064
2021-07-15,6.934215,7.221510,6.491894,6.612517,6.612517,185814217
2021-07-16,6.665702,6.993036,6.223670,6.578953,6.578953,218212531
2021-07-17,6.564096,6.780628,6.266775,6.478759,6.478759,153114960
2021-07-18,6.491681,6.883492,6.476049,6.496268,6.496268,115922963
2021-07-19,6.489260,6.535455,5.926873,5.953962,5.953962,114985411
2021-07-20,5.965781,6.057436,5.603304,5.870982,5.870982,136372838
2021-07-21,5.869143,6.762730,5.695416,6.608771,6.608771,201103512
2021-07-22,6.603932,7.495317,6.587799,7.346724,7.346724,244573507
2021-07-23,7.338901,7.925920,6.923719,7.925920,7.925920,289374467
2021-07-24,7.885315,8.498177,7.546755,8.486323,8.486323,335015178
2021-07-25,8.472409,8.526682,7.791716,8.253888,8.253888,266390836
2021-07-26,8.254249,9.669542,8.201879,8.519877,8.519877,531438404
2021-07-27,8.512726,9.586732,8.073420,9.507803,9.507803,445148628
2021-07-28,9.525416,11.115746,9.155368,10.966312,10.966312,569852526
2021-07-29,10.964593,11.749252,10.663945,11.044137,11.044137,518532204
2021-07-30,11.041415,11.116220,10.034915,10.845377,10.845377,407507692
2021-07-31,10.831352,11.286757,10.550419,10.757215,10.757215,307229821
2021-08-01,10.733289,12.151339,10.564341,11.928194,11.928194,446563025
2021-08-02,11.977826,12.466038,11.190087,12.329428,12.329428,391321193
2021-08-03,12.331994,14.850861,11.661676,14.719025,14.719025,890636970
2021-08-04,14.771084,15.563031,13.557359,14.513123,14.513123,787381881
2021-08-05,14.521205,15.095710,13.744039,14.554635,14.554635,538729733
2021-08-06,14.558853,15.286967,14.151009,14.498414,14.498414,453812843
2021-08-07,14.516195,15.653623,13.959044,14.588269,14.588269,507386530
2021-08-08,14.622698,14.729004,13.142852,13.414520,13.414520,363125689
2021-08-09,13.417086,14.350662,12.980078,13.969467,13.969467,425165669
2021-08-10,13.938105,16.907173,13.737916,16.747585,16.747585,660568977
2021-08-11,16.712732,18.011438,16.523121,17.019537,17.019537,584118537
2021-08-12,17.029293,17.169437,15.837114,16.568951,16.568951,454806507
2021-08-13,16.601835,17.815660,16.579393,17.801058,17.801058,333589151
2021-08-14,17.794876,17.851440,16.898254,17.402937,17.402937,283231426
2021-08-15,17.399696,19.633945,16.540087,19.284817,19.284817,470777037
2021-08-16,19.269489,23.832954,19.191374,22.000460,22.000460,1445575643
2021-08-17,21.917515,26.812210,20.884523,25.234959,25.234959,1941132248
2021-08-18,25.315584,31.768795,22.592482,30.841764,30.841764,2464293332
2021-08-19,30.730162,33.389008,28.846464,29.396856,29.396856,2101186296
2021-08-20,29.418522,31.383425,28.733332,30.652451,30.652451,1231612308
2021-08-21,30.643274,30.643274,27.157713,27.551191,27.551191,818005624
2021-08-22,27.560240,28.835226,26.420170,28.033279,28.033279,736460920
2021-08-23,28.017862,30.136118,27.238358,29.916851,29.916851,1071776171
2021-08-24,30.001123,34.509911,29.671165,29.671165,29.671165,2318015351
2021-08-25,29.671738,31.196781,28.493750,29.989594,29.989594,1096045146
2021-08-26,30.074556,30.074963,26.198147,27.009300,27.009300,1026422114
2021-08-27,27.000753,32.876450,26.433493,32.661263,32.661263,1582868934
2021-08-28,32.676575,35.833420,30.488342,34.959206,34.959206,1713437372
2021-08-29,35.040649,36.757782,33.261333,33.331242,33.331242,1279733853
2021-08-30,33.322029,35.922588,32.226185,33.468239,33.468239,1599656377
2021-08-31,33.354603,34.463135,30.638073,31.562357,31.562357,1260620631
2021-09-01,31.552795,32.509178,30.575371,31.662615,31.662615,991867137
2021-09-02,31.771261,33.865612,31.394815,32.865040,32.865040,982030149
2021-09-03,32.858753,33.828468,31.144941,31.741863,31.741863,943267183
2021-09-04,31.741350,32.453876,31.012932,31.406158,31.406158,470370428
2021-09-05,31.401205,35.296288,31.119213,34.486786,34.486786,863282667
2021-09-06,34.484592,35.066429,30.588245,32.353951,32.353951,915283582
2021-09-07,32.323872,32.588482,23.066523,27.789936,27.789936,1655694428
2021-09-08,27.833054,31.865688,25.053530,29.426498,29.426498,1879435300
2021-09-09,29.956863,31.449165,28.379171,30.511927,30.511927,1266811409
2021-09-10,30.578850,43.899830,30.578850,43.544666,43.544666,4841271134
2021-09-11,43.337471,44.344807,37.660442,39.093067,39.093067,2407101903
2021-09-12,39.249084,43.469730,37.896580,39.228718,39.228718,1665426442
2021-09-13,39.250313,39.571472,33.912697,37.191574,37.191574,1659584527
2021-09-14,37.216732,37.912491,34.682499,35.666565,35.666565,1060890017
2021-09-15,35.684990,37.631989,34.949757,36.689205,36.689205,927045770
2021-09-16,36.792324,39.719528,35.269104,37.522469,37.522469,1391655775
2021-09-17,37.458344,39.152260,34.105404,34.425652,34.425652,1080030468
2021-09-18,34.417614,36.296734,34.123547,34.781631,34.781631,729598618
2021-09-19,34.760849,36.348621,32.077805,32.962181,32.962181,990813740
2021-09-20,32.946522,33.011669,26.400682,27.217382,27.217382,1708336400
2021-09-21,27.459471,29.356468,24.019981,25.152348,25.152348,1472262108
2021-09-22,25.122166,33.571896,25.122166,33.273800,33.273800,1532026066
2021-09-23,33.194889,36.809322,32.591652,36.202801,36.202801,1590514201
2021-09-24,36.190716,41.187859,32.793823,40.201511,40.201511,3099624572
2021-09-25,40.191742,40.844765,36.253880,37.908154,37.908154,1701515538
2021-09-26,37.920891,37.935741,33.473957,34.644581,34.644581,1445419957
2021-09-27,34.775890,39.634411,33.927742,36.906719,36.906719,1668539770
2021-09-28,36.801216,37.172287,33.034073,33.163891,33.163891,1162571320
2021-09-29,33.190872,36.246284,33.076450,34.186188,34.186188,1141052735
2021-09-30,34.176586,38.665028,33.851276,38.601673,38.601673,1118584914
2021-10-01,38.830688,39.975315,36.558472,37.737476,37.737476,1270901115
2021-10-02,37.749657,43.512802,37.114410,41.476894,41.476894,1495129308
2021-10-03,41.519005,46.088326,41.519005,42.742489,42.742489,2042994989
2021-10-04,42.740257,49.449837,41.610016,46.723358,46.723358,2567463682
2021-10-05,46.788422,47.179146,43.645386,44.708672,44.708672,1359206096
2021-10-06,44.687889,44.788334,40.461857,41.948692,41.948692,1440155700
2021-10-07,42.040882,47.407024,40.891949,46.542950,46.542950,1659946039
2021-10-08,46.512718,48.525444,43.110291,43.286179,43.286179,1288643414
2021-10-09,43.260864,44.378143,42.094994,42.473362,42.473362,674240819
2021-10-10,42.487286,43.213753,39.087624,39.373474,39.373474,762535836
2021-10-11,39.269897,40.730492,37.571720,39.210148,39.210148,971250431
2021-10-12,39.204704,39.204704,35.330170,37.597832,37.597832,1196283749
2021-10-13,37.611702,38.880299,35.233471,36.616623,36.616623,975059267
2021-10-14,36.586185,39.732662,36.143738,37.151260,37.151260,1040303496
2021-10-15,37.161129,37.963615,35.812408,36.949493,36.949493,921371631
2021-10-16,36.970055,38.403423,36.258327,36.592373,36.592373,547860557
2021-10-17,36.601196,37.387192,35.040348,36.188976,36.188976,550171058
2021-10-18,36.160027,37.318859,35.341583,35.821079,35.821079,555343720
2021-10-19,35.810604,38.358936,35.588200,37.733585,37.733585,640136051
2021-10-20,37.714001,43.955032,37.714001,42.554741,42.554741,1427182894
2021-10-21,42.588234,43.622398,39.314148,40.906372,40.906372,1458679342
2021-10-22,40.945778,45.484070,40.909447,43.615402,43.615402,1745307758
2021-10-23,43.703609,44.036976,41.584301,43.187973,43.187973,838316867
2021-10-24,43.185944,43.556767,39.952110,41.484684,41.484684,709523190
2021-10-25,41.413635,43.772259,41.230492,42.790798,42.790798,754871874
2021-10-26,42.758003,46.911591,42.758003,43.866344,43.866344,1258425599
2021-10-27,43.845703,44.882496,38.538979,39.873444,39.873444,1397247761
2021-10-28,39.901192,43.676395,39.649738,42.956474,42.956474,926270556
2021-10-29,43.006500,45.964363,42.224224,45.576431,45.576431,773298347
2021-10-30,45.615776,45.714172,42.536449,43.338211,43.338211,492508763
2021-10-31,43.263752,43.635040,41.266991,42.889774,42.889774,533866227
2021-11-01,42.878445,44.350803,41.592953,44.059307,44.059307,559201533
2021-11-02,44.085339,45.489040,42.793869,44.755489,44.755489,586225495
2021-11-03,44.766079,49.706635,43.908840,48.061790,48.061790,1387485594
2021-11-04,47.992805,52.166359,46.159016,51.922386,51.922386,1409802677
2021-11-05,51.957237,52.987209,48.867107,49.973320,49.973320,890950359
2021-11-06,49.970684,51.179832,47.536739,51.179832,51.179832,663787147
2021-11-07,51.251961,52.628983,50.480633,50.613232,50.613232,537619575
2021-11-08,50.578377,54.772770,49.733242,54.157761,54.157761,983210921
2021-11-09,54.117832,54.134354,50.064281,50.235336,50.235336,782405470
2021-11-10,50.227097,54.684929,44.540337,48.788300,48.788300,1387394913
2021-11-11,48.794960,51.901134,47.602634,50.595406,50.595406,901227769
2021-11-12,50.468616,50.640514,47.044025,49.557789,49.557789,809639806
2021-11-13,49.558887,53.378826,48.456837,52.174271,52.174271,573207316
2021-11-14,52.084290,52.466103,49.105816,51.066833,51.066833,417524170
2021-11-15,51.075764,51.542435,48.036289,48.050053,48.050053,500668396
2021-11-16,48.178799,48.178799,41.310020,43.249454,43.249454,1306541128
2021-11-17,43.261253,43.861141,40.536758,43.147198,43.147198,1070057759
2021-11-18,43.238731,45.096699,38.953682,40.282951,40.282951,1328419061
2021-11-19,40.214405,43.489353,39.650276,42.423626,42.423626,886790582
2021-11-20,42.428402,45.436680,41.465534,45.116520,45.116520,676350983
2021-11-21,45.183674,45.365822,42.654148,43.602432,43.602432,560747252
2021-11-22,43.550953,43.897167,40.448219,41.073830,41.073830,758565968
2021-11-23,41.109520,43.376190,39.942101,42.687733,42.687733,630251536
2021-11-24,42.703362,43.055824,37.919437,41.357121,41.357121,630703839
2021-11-25,38.583347,43.766621,38.400551,40.045662,40.045662,805934946
2021-11-26,43.540787,45.061447,38.100811,40.766689,40.766689,1558835495
2021-11-27,41.028233,44.325928,40.912971,43.894066,43.894066,776747335
2021-11-28,43.960079,50.171001,42.291573,50.096794,50.096794,2095741475
2021-11-29,50.149693,52.835960,47.691174,51.703499,51.703499,1406805745
2021-11-30,51.665646,60.070824,50.555843,59.718266,59.718266,2490127674
2021-12-01,59.633244,64.792053,55.818531,64.231544,64.231544,2289911025
2021-12-02,64.065674,66.206490,61.303123,66.184402,66.184402,2352185242
2021-12-03,66.321915,70.404831,63.269402,63.335190,63.335190,2679583113
2021-12-04,63.658283,78.055359,50.184467,75.556435,75.556435,5655306465
2021-12-05,75.106987,78.188484,65.577187,68.105621,68.105621,4569096546
2021-12-06,68.151199,68.289520,59.966305,67.285881,67.285881,4041694460
2021-12-07,67.244537,74.432297,65.720222,68.984367,68.984367,2996218671
2021-12-08,68.775299,75.785645,65.365700,75.037659,75.037659,2701933809
2021-12-09,74.980377,76.482880,65.691895,66.476570,66.476570,2964505735
2021-12-10,66.533272,71.938889,60.546829,60.930698,60.930698,2603599691
2021-12-11,60.985294,63.864098,57.819984,59.984360,59.984360,1958065105
2021-12-12,60.088264,62.522320,57.588619,61.919449,61.919449,1424627922
2021-12-13,62.030933,62.490280,52.516422,52.745789,52.745789,1883487110
2021-12-14,52.828899,60.538830,52.378399,57.277336,57.277336,2466163255
2021-12-15,60.181629,63.991585,54.478737,61.527020,61.527020,2167599311
2021-12-16,61.668926,68.012794,61.095840,64.322968,64.322968,1919582737
2021-12-17,64.219696,68.946625,60.821934,65.712669,65.712669,1975391453
2021-12-18,65.725838,73.995934,62.407944,73.995934,73.995934,2114385682
2021-12-19,74.239128,78.775475,72.350967,78.225945,78.225945,2292707388
2021-12-20,78.211617,82.559052,72.293762,82.066811,82.066811,4116185091
2021-12-21,81.916512,88.898926,79.689613,87.450623,87.450623,3025504029
2021-12-22,87.300194,97.877419,84.540237,85.475578,85.475578,4658621232
2021-12-23,85.368134,95.038788,84.494194,93.854301,93.854301,3941887685
2021-12-24,94.203430,101.271088,93.861717,95.972206,95.972206,3887299961
2021-12-25,95.832077,100.927284,95.412743,98.184265,98.184265,2719645648
2021-12-26,98.245804,100.855370,95.971138,99.720322,99.720322,2316030431
2021-12-27,99.558891,103.331650,89.816086,90.800499,90.800499,2986686990
2021-12-28,90.849930,93.635132,83.668739,85.368347,85.368347,3402432487
2021-12-29,85.208458,87.732689,82.689384,84.059334,84.059334,2573529251
2021-12-30,84.096024,87.764015,81.083107,84.711868,84.711868,2142642372
2021-12-31,84.772621,90.901169,84.175812,85.472542,85.472542,2046640966
2022-01-01,85.509186,91.510117,85.509186,91.360588,91.360588,1533679848
2022-01-02,91.398773,92.479568,88.298080,89.371674,89.371674,1332237742
2022-01-03,89.377617,93.790176,88.686218,88.748695,88.748695,1769621856
2022-01-04,88.804253,89.439552,84.574593,84.581085,84.581085,1648664157
2022-01-05,84.579140,87.335617,74.135826,78.593796,78.593796,2186902547
2022-01-06,78.580849,80.230209,74.376999,78.440018,78.440018,2115914311
2022-01-07,78.478127,78.612267,68.568253,68.670456,68.670456,3323322055
